,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,date_posted,days_listed
9053,33900.0,2018,chevrolet silverado 1500 crew,good,8,gas,11315.0,other,pickup,white,2018-06-03,12
9054,11500.0,2008,jeep wrangler,good,6,gas,185000.0,automatic,SUV,yellow,2018-05-02,37
9055,32000.0,2016,toyota tundra,like new,8,gas,59000.0,automatic,truck,white,2018-07-27,38
9056,7999.0,1989,gmc sierra,excellent,8,gas,106274.11,automatic,truck,white,2018-12-13,42
9057,15990.0,2012,ford f-250 sd,good,8,gas,113419.0,automatic,truck,white,2019-02-12,66
9058,20990.0,2014,ram 2500,good,8,gas,121437.0,automatic,truck,white,2019-02-02,8
9059,28990.0,2015,ford f-350 sd,good,8,diesel,112150.0,automatic,truck,white,2019-02-19,49
9060,13990.0,2005,toyota tundra,good,8,gas,130043.055,automatic,truck,white,2019-03-18,57
9061,10000.0,2008,chevrolet silverado 1500,good,8,gas,161700.0,automatic,truck,white,2018-08-22,48
9062,34999.0,2017,ford expedition,excellent,6,gas,64203.0,automatic,SUV,white,2019-04-04,44
9063,26762.0,2019,ford mustang,excellent,4,gas,10922.0,automatic,convertible,red,2019-03-28,43
9064,6000.0,2003,honda pilot,good,6,gas,197000.0,automatic,SUV,black,2018-05-20,10
9065,5990.0,2008,ford explorer,good,6,gas,137809.0,automatic,SUV,black,2018-07-26,42
9066,18990.0,2015,ford f-250 sd,good,8,gas,134794.0,automatic,truck,blue,2018-07-15,42
9067,17490.0,2016,ford econoline,good,10,gas,122637.0,automatic,truck,yellow,2018-12-24,28
9068,3200.0,2006,ford ranger,good,4,gas,130043.055,manual,truck,grey,2018-05-06,16
9069,16500.0,2013,ford f-150,excellent,8,gas,139000.0,automatic,truck,grey,2018-08-15,115
9070,9000.0,2005,ford f150,good,8,gas,160000.0,automatic,pickup,white,2018-08-17,9
9071,8000.0,2010,bmw x5,good,8,gas,161000.0,manual,SUV,black,2018-11-02,34
9072,16846.0,2014,ford f-150,excellent,8,gas,81975.0,automatic,truck,white,2018-05-22,44
9073,34950.0,2016,ford f-150,excellent,6,gas,36900.0,automatic,pickup,grey,2018-12-20,75
9074,21990.0,2013,chevrolet silverado 3500hd,good,8,gas,130043.055,automatic,truck,white,2018-08-05,40
9075,39619.0,2018,toyota tundra,like new,8,gas,31913.0,automatic,truck,grey,2018-09-20,49
9076,14490.0,2013,chevrolet silverado 3500hd,good,8,gas,174100.0,automatic,truck,white,2018-08-22,3
9077,49500.0,2017,jeep wrangler,excellent,8,gas,34000.0,automatic,SUV,black,2018-06-29,19
9078,2200.0,1988,gmc sierra,fair,8,gas,300000.0,automatic,truck,blue,2019-01-13,58
9079,13490.0,2012,ford econoline,good,8,gas,80836.0,automatic,truck,white,2018-09-20,55
9080,16990.0,2008,ford econoline,good,8,gas,99693.0,automatic,truck,white,2018-11-06,34
9081,2850.0,2005,nissan altima,excellent,4,gas,209122.0,automatic,sedan,white,2019-01-06,25
9082,21990.0,2003,gmc sierra 2500hd,good,8,diesel,81522.0,automatic,truck,blue,2018-11-12,70
9083,4900.0,2006,nissan sentra,good,4,gas,80000.0,automatic,sedan,black,2019-03-17,23
9084,3200.0,2008,toyota corolla,excellent,4,gas,106274.11,automatic,sedan,silver,2019-04-16,5
9085,16990.0,2008,ford econoline,good,8,gas,104738.0,automatic,truck,white,2018-07-01,5
9086,24990.0,2015,ford f-250 sd,good,8,gas,43854.0,automatic,truck,white,2018-08-29,11
9087,18000.0,2008,ram 2500,excellent,8,diesel,203000.0,automatic,pickup,blue,2018-09-29,16
9088,4900.0,2005,toyota corolla,excellent,4,gas,145123.0,automatic,sedan,silver,2018-10-14,31
9089,9995.0,2008,chevrolet silverado 1500,excellent,8,gas,184306.0,automatic,pickup,white,2018-07-01,8
9090,5500.0,2011,hyundai sonata,good,4,gas,130043.055,automatic,sedan,blue,2018-10-16,17
9091,7850.0,2010,subaru forester,excellent,4,gas,131115.0,automatic,wagon,silver,2018-08-28,29
9092,57800.0,2019,chevrolet silverado,like new,8,gas,2000.0,automatic,truck,white,2019-03-16,53
9093,10495.0,2012,bmw x5,good,6,gas,123500.0,automatic,SUV,white,2018-05-30,54
9094,7495.0,2013,chevrolet equinox,good,4,gas,88200.0,automatic,SUV,black,2018-05-19,34
9095,18490.0,2015,ford f-250 sd,good,8,gas,124332.0,automatic,truck,white,2019-01-21,67
9096,4700.0,2003,toyota camry,excellent,4,gas,191915.0,automatic,sedan,silver,2018-12-04,7
9097,11990.0,2011,ford econoline,good,8,gas,146100.0,automatic,truck,white,2018-07-18,73
9098,7990.0,2003,gmc sierra 2500hd,excellent,8,gas,149471.0,automatic,truck,black,2018-06-11,100
9099,5988.0,2004,cadillac escalade,excellent,8,gas,106274.11,automatic,SUV,white,2018-09-21,30
9100,21900.0,2016,nissan frontier crew cab sv,good,6,gas,4998.0,other,pickup,white,2018-07-19,8
9101,26600.0,2016,ford mustang gt coupe 2d,good,8,gas,31100.0,other,coupe,black,2018-09-02,25
9102,9395.0,2008,ford edge,excellent,6,gas,106274.11,automatic,SUV,black,2018-08-20,60
9103,7995.0,2009,nissan murano,excellent,6,gas,114487.0,automatic,SUV,white,2018-08-10,134
9104,14995.0,2011,ram 1500,excellent,8,gas,105464.0,automatic,truck,white,2019-02-26,15
9105,23995.0,2015,toyota tundra,excellent,8,gas,60203.0,other,truck,white,2018-10-23,3
9106,15995.0,2013,ford expedition,excellent,8,gas,126802.0,automatic,SUV,black,2018-05-02,41
9107,11695.0,2013,ford escape,excellent,4,gas,106274.11,automatic,SUV,grey,2018-08-25,30
9108,17400.0,2012,toyota tundra,excellent,8,gas,86551.0,automatic,pickup,white,2018-08-16,15
9109,2500.0,2006,chrysler town & country,excellent,6,gas,142731.0,automatic,mini-van,blue,2019-03-28,31
9110,7800.0,2014,ford fusion se,good,4,gas,88987.0,automatic,sedan,black,2018-05-07,60
9111,6500.0,2012,hyundai elantra,good,4,gas,94000.0,automatic,sedan,white,2019-04-08,17
9112,5300.0,2015,nissan versa,like new,4,gas,108000.0,automatic,sedan,silver,2019-01-31,65
9113,1.0,2018,ram 3500,excellent,6,gas,3047.0,automatic,truck,white,2018-11-22,27
9114,1.0,2016,ford f-250 sd,excellent,10,gas,106274.11,other,truck,black,2019-03-18,9
9115,1.0,2012,ford mustang,excellent,10,gas,41469.0,automatic,coupe,orange,2019-03-31,5
9116,1.0,2018,ram 3500,excellent,10,gas,57482.0,other,truck,white,2018-08-08,20
9117,1.0,2018,ford f-150,excellent,8,gas,31975.0,automatic,truck,green,2018-09-22,9
9118,1.0,2018,ram 1500,excellent,10,gas,6468.0,other,truck,red,2018-08-23,12
9119,1.0,2017,chevrolet camaro,excellent,10,gas,36927.0,other,coupe,silver,2019-03-23,42
9120,2000.0,2003,chevrolet tahoe,good,8,gas,235000.0,automatic,SUV,green,2018-10-22,94
9121,7599.0,2009,nissan rogue,excellent,4,gas,50236.0,automatic,SUV,silver,2018-11-17,33
9122,1.0,2014,toyota 4runner,excellent,6,gas,69153.0,automatic,SUV,blue,2018-10-27,32
9123,1.0,2014,ram 2500,excellent,6,gas,36830.0,automatic,truck,white,2018-05-13,35
9124,1.0,2015,jeep grand cherokee,excellent,8,gas,42442.0,automatic,SUV,black,2019-03-30,16
9125,19700.0,2017,chevrolet camaro lt coupe 2d,good,6,gas,35807.0,other,coupe,black,2018-12-07,31
9126,16950.0,2007,ford f350 super duty,good,8,diesel,93000.0,automatic,truck,white,2019-02-12,23
9127,4100.0,2006,honda accord,excellent,4,gas,154000.0,automatic,coupe,blue,2018-07-22,56
9128,9500.0,2013,subaru impreza,good,4,gas,106090.0,automatic,sedan,white,2018-09-24,7
9129,5450.0,2011,ford fusion se,excellent,4,gas,87000.0,automatic,sedan,blue,2019-01-03,22
9130,900.0,2012,nissan versa,fair,4,gas,135000.0,automatic,sedan,black,2018-09-14,34
9131,8995.0,2015,ford fusion,good,4,gas,144665.0,automatic,sedan,white,2019-03-06,39
9132,4600.0,2011,chevrolet colorado,excellent,4,gas,127500.0,automatic,pickup,silver,2019-03-30,18
9133,5000.0,2011,nissan altima,excellent,4,gas,129000.0,automatic,sedan,blue,2018-06-12,17
9134,8999.0,2011,honda accord,excellent,6,gas,117000.0,automatic,coupe,black,2018-05-27,14
9135,5500.0,1996,chevrolet corvette,good,8,gas,98700.0,automatic,coupe,red,2019-04-18,52
9136,4200.0,2007,acura tl,excellent,6,gas,165.0,automatic,sedan,silver,2019-02-24,9
9137,13000.0,1995,ford f-250,good,6,diesel,220000.0,manual,pickup,black,2018-06-12,41
9138,2900.0,1997,ram 1500,good,8,gas,130043.055,automatic,pickup,white,2018-09-18,95
9139,27800.0,2016,ford f150 supercrew cab xlt,good,6,gas,47570.0,other,pickup,white,2018-12-24,29
9140,18600.0,2012,ford mustang gt coupe 2d,good,8,gas,96562.0,other,coupe,red,2019-02-03,13
9141,25600.0,2017,ford mustang gt coupe 2d,good,8,gas,42957.0,other,coupe,black,2019-01-13,63
9142,7200.0,2007,honda cr-v,good,4,gas,153703.0,automatic,SUV,blue,2018-10-14,15
9143,9875.0,2010,ford ranger,excellent,6,gas,131345.0,automatic,pickup,red,2019-01-06,81
9144,4800.0,1999,toyota 4runner,good,6,gas,246000.0,automatic,SUV,silver,2018-09-28,80
9145,5995.0,2004,toyota corolla,excellent,4,gas,166423.0,automatic,sedan,white,2018-12-03,29
9146,3900.0,2009,toyota camry le,good,4,gas,107775.0,automatic,sedan,white,2018-10-13,20
9147,7950.0,2005,gmc sierra,excellent,8,gas,126000.0,automatic,pickup,black,2018-12-24,41
9148,21000.0,2017,jeep grand cherokee laredo,excellent,6,gas,38000.0,automatic,SUV,black,2018-10-21,43
9149,3300.0,2008,subaru outback,good,4,gas,192891.0,manual,wagon,white,2018-10-30,58
9150,4000.0,2006,jeep liberty,good,6,gas,113500.0,automatic,SUV,red,2018-11-09,54
9151,3800.0,2005,gmc sierra 1500,fair,8,gas,235000.0,automatic,truck,brown,2019-04-05,17
9152,4750.0,2010,nissan altima,excellent,4,gas,190723.0,automatic,sedan,white,2018-11-27,46
9153,4200.0,2005,toyota prius,excellent,4,hybrid,133500.0,automatic,hatchback,silver,2018-09-07,28
9154,4200.0,2013,dodge grand caravan,excellent,6,gas,137000.0,automatic,mini-van,white,2018-06-06,27
9155,7450.0,2007,chevrolet silverado 1500,excellent,6,gas,121668.0,automatic,truck,white,2019-02-20,23
9156,4900.0,2004,toyota prius,excellent,4,hybrid,106274.11,automatic,hatchback,black,2018-12-05,23
9157,28990.0,2015,ford f-350 sd,good,8,diesel,130043.055,automatic,truck,white,2018-09-02,98
9158,20990.0,2014,ram 2500,good,8,gas,121437.0,automatic,truck,white,2019-02-03,9
9159,5900.0,2006,honda odyssey,like new,6,gas,103.0,automatic,mini-van,blue,2018-11-29,161
9160,5990.0,2008,ford explorer,good,6,gas,137809.0,automatic,SUV,black,2018-07-08,12
9161,17490.0,2016,ford econoline,good,10,gas,130043.055,automatic,truck,yellow,2018-07-24,57
9162,21990.0,2003,gmc sierra 2500hd,good,8,diesel,81522.0,automatic,truck,blue,2018-12-12,33
9163,7995.0,2012,chevrolet equinox,good,4,gas,102650.0,automatic,SUV,black,2018-10-15,30
9164,1650.0,2005,jeep liberty,good,6,gas,141000.0,automatic,SUV,silver,2019-02-23,32
9165,5999.0,2009,hyundai santa fe,excellent,6,gas,127000.0,automatic,SUV,silver,2019-01-04,25
9166,21990.0,2013,chevrolet silverado 3500hd,good,8,gas,99748.0,automatic,truck,white,2018-11-01,71
9167,16990.0,2008,ford econoline,good,8,gas,99693.0,automatic,truck,white,2018-09-21,42
9168,18990.0,2015,ford f-250 sd,good,8,gas,134794.0,automatic,truck,blue,2018-10-01,10
9169,13490.0,2012,ford econoline,good,8,gas,80836.0,automatic,truck,white,2018-09-14,51
9170,17490.0,2016,ford econoline,good,10,gas,122974.0,automatic,truck,yellow,2019-02-11,70
9171,24990.0,2015,ford f-250 sd,good,8,gas,43854.0,automatic,truck,white,2018-07-14,39
9172,16990.0,2008,ford econoline,good,8,gas,104738.0,automatic,truck,white,2018-08-12,48
9173,18490.0,2015,ford f-250 sd,good,8,gas,124332.0,automatic,truck,white,2018-11-13,54
9174,11990.0,2011,ford econoline,good,8,gas,146100.0,automatic,truck,white,2018-07-17,51
9175,4800.0,2008,chevrolet impala,like new,6,gas,113000.0,automatic,sedan,blue,2018-10-22,30
9176,8499.0,2010,chevrolet silverado 1500,excellent,8,gas,177000.0,automatic,pickup,red,2018-10-01,14
9177,7299.0,2012,gmc acadia,excellent,6,gas,174000.0,automatic,SUV,blue,2018-12-25,110
9178,3499.0,2005,chrysler town & country,excellent,6,gas,106274.11,automatic,mini-van,silver,2018-08-12,29
9179,15499.0,2018,honda civic,like new,4,gas,40000.0,manual,sedan,grey,2019-04-07,88
9180,24990.0,2006,ford f-350 sd,good,8,gas,65603.0,automatic,truck,white,2018-12-06,78
9181,9990.0,2005,ford f-250 sd,good,8,gas,70849.0,automatic,truck,white,2018-05-21,64
9182,9999.0,2017,ford focus se,excellent,4,gas,17000.0,automatic,sedan,silver,2018-09-18,13
9183,5500.0,2008,dodge charger,excellent,6,gas,97000.0,automatic,sedan,white,2018-12-14,43
9184,15000.0,2017,honda accord,excellent,4,gas,106274.11,automatic,sedan,custom,2018-10-22,39
9185,13450.0,2014,toyota sienna,like new,6,gas,84695.0,automatic,van,white,2018-06-17,14
9186,15495.0,2018,chevrolet equinox,good,4,gas,54611.0,automatic,SUV,black,2018-11-18,35
9187,12500.0,2011,toyota tacoma,good,6,gas,136250.0,manual,pickup,silver,2018-06-04,24
9188,2199.0,2000,toyota sienna,good,6,gas,186250.0,automatic,mini-van,grey,2019-02-19,15
9189,15495.0,2004,chevrolet corvette,excellent,8,gas,83318.0,automatic,convertible,silver,2018-12-25,36
9190,13800.0,2018,nissan altima,like new,4,gas,78822.49,automatic,sedan,silver,2018-08-28,23
9191,14900.0,2018,honda accord,like new,4,gas,20102.0,automatic,sedan,white,2019-04-14,18
9192,26700.0,2017,ford mustang gt coupe 2d,good,8,gas,7430.0,other,coupe,white,2018-06-29,11
9193,8795.0,2006,ford mustang,good,8,gas,78146.0,automatic,coupe,black,2018-10-23,47
9194,2995.0,2000,ford mustang,good,6,gas,195562.0,automatic,convertible,red,2019-03-31,71
9195,13995.0,2015,chrysler 300,good,6,gas,77663.0,automatic,sedan,white,2019-03-24,14
9196,15895.0,2016,ford mustang,good,4,gas,55158.0,manual,coupe,white,2018-10-09,18
9197,3995.0,2003,ford explorer,excellent,6,gas,130000.0,automatic,SUV,white,2018-05-29,69
9198,6300.0,2010,honda odyssey,excellent,6,gas,160000.0,automatic,mini-van,custom,2019-01-11,40
9199,28500.0,2005,ford mustang,like new,8,gas,2045.0,automatic,convertible,custom,2019-04-09,15
9200,2995.0,2002,ford taurus,good,6,gas,154000.0,automatic,sedan,silver,2018-11-03,57
9201,2995.0,1998,subaru forester,good,4,gas,212000.0,automatic,wagon,red,2018-09-26,18
9202,3995.0,2003,ford escape,good,6,gas,170000.0,automatic,SUV,grey,2018-11-03,40
9203,4999.0,2007,chevrolet silverado,excellent,6,gas,142000.0,automatic,pickup,white,2019-02-22,22
9204,5999.0,2006,ford f-150,excellent,8,gas,174000.0,automatic,truck,black,2018-11-17,11
9205,4995.0,2002,chevrolet tahoe,excellent,8,gas,106274.11,automatic,SUV,black,2018-07-25,13
9206,2500.0,2003,chevrolet impala,good,4,gas,120000.0,automatic,sedan,black,2019-03-01,26
9207,5200.0,2014,ford focus se,excellent,4,gas,70251.0,automatic,sedan,black,2019-02-07,25
9208,4900.0,2009,nissan rogue,excellent,4,gas,128.0,automatic,SUV,silver,2018-09-22,56
9209,11500.0,1998,jeep wrangler,excellent,6,gas,272000.0,manual,SUV,black,2018-08-26,33
9210,1450.0,1995,toyota 4runner,good,6,gas,130043.055,automatic,SUV,black,2018-11-04,81
9211,5300.0,2007,honda odyssey,excellent,6,gas,168000.0,automatic,mini-van,silver,2018-08-05,19
9212,24200.0,2018,nissan frontier crew cab sv,good,6,gas,11034.0,other,pickup,blue,2018-10-19,22
9213,31800.0,2018,chevrolet silverado 1500 crew,good,8,gas,22838.0,automatic,pickup,white,2018-06-16,37
9214,5999.0,2011,ford f-150,good,8,gas,130043.055,automatic,truck,white,2019-01-21,32
9215,8500.0,2012,ford explorer,excellent,6,gas,150600.0,automatic,SUV,red,2018-09-26,20
9216,7500.0,2014,kia soul,excellent,4,gas,87999.0,manual,hatchback,green,2019-02-22,70
9217,3999.0,2009,hyundai elantra,good,4,gas,176700.0,automatic,hatchback,silver,2018-12-29,7
9218,6999.0,2009,ford escape,excellent,6,gas,105267.0,automatic,SUV,red,2018-12-28,18
9219,5999.0,2013,chrysler 200,excellent,4,gas,122200.0,automatic,sedan,brown,2018-07-12,87
9220,5500.0,2011,chevrolet impala,excellent,6,gas,123025.0,automatic,sedan,white,2018-07-03,48
9221,5500.0,2011,hyundai sonata,good,4,gas,125650.0,automatic,sedan,blue,2019-02-22,56
9222,31400.0,2016,chevrolet silverado 1500 crew,good,8,gas,15070.0,automatic,pickup,white,2018-12-18,9
9223,19000.0,2015,nissan frontier crew cab sv,good,6,gas,43707.0,other,pickup,red,2018-10-04,23
9224,4500.0,2010,nissan altima,good,4,gas,113600.0,automatic,sedan,blue,2018-11-11,30
9225,13590.0,2010,cadillac escalade,like new,8,gas,135114.0,automatic,SUV,black,2018-05-11,101
9226,6600.0,2015,volkswagen jetta,excellent,4,gas,121000.0,automatic,sedan,silver,2019-03-10,28
9227,10995.0,2014,dodge grand caravan,good,6,gas,130043.055,automatic,van,red,2018-11-26,108
9228,1200.0,2005,ford escape,good,4,gas,130043.055,automatic,SUV,silver,2018-09-03,133
9229,1900.0,2008,hyundai sonata,good,4,gas,130043.055,automatic,sedan,custom,2019-04-11,15
9230,4500.0,2008,toyota prius,good,4,gas,160500.0,automatic,hatchback,silver,2018-07-23,33
9231,12500.0,2000,ford f350 super duty,good,8,diesel,168000.0,manual,truck,white,2019-02-01,7
9232,12500.0,2012,ram 1500,good,8,gas,133000.0,automatic,pickup,red,2019-03-16,14
9233,1.0,2008,ford mustang,excellent,6,gas,91847.0,automatic,hatchback,white,2018-07-22,13
9234,22300.0,2018,nissan frontier crew cab sv,good,6,gas,26673.0,other,pickup,blue,2018-11-28,37
9235,7495.0,2013,chevrolet equinox,good,4,gas,88200.0,automatic,SUV,black,2018-09-14,21
9236,10495.0,2012,bmw x5,good,6,gas,123500.0,automatic,SUV,black,2018-11-07,41
9237,8500.0,2008,ford f250 super duty,excellent,8,gas,180000.0,automatic,truck,white,2018-10-06,81
9238,15995.0,2015,ford f350,good,8,gas,126075.0,automatic,truck,white,2018-12-30,12
9239,18880.0,2003,chevrolet corvette,excellent,8,gas,106274.11,automatic,convertible,red,2018-08-05,48
9240,6500.0,2013,nissan altima,good,4,gas,110000.0,automatic,sedan,white,2018-09-27,62
9241,5950.0,2001,ram 2500,excellent,8,gas,139713.0,automatic,truck,white,2019-03-10,26
9242,10540.0,2012,ford f150,excellent,6,gas,182351.0,automatic,pickup,grey,2018-11-24,23
9243,8950.0,2015,chevrolet equinox,excellent,4,gas,101955.0,automatic,SUV,black,2018-11-18,24
9244,4000.0,2001,ford ranger,good,6,gas,153163.0,automatic,truck,white,2018-11-14,53
9245,17995.0,2011,ford f250,good,8,gas,75465.0,automatic,truck,white,2019-03-03,8
9246,5500.0,1999,toyota 4runner,good,6,gas,250000.0,automatic,SUV,black,2018-12-25,39
9247,3695.0,2003,ford explorer,good,8,gas,210000.0,automatic,SUV,black,2019-02-11,109
9248,5995.0,2007,chevrolet silverado 1500,good,6,gas,227000.0,automatic,truck,black,2018-06-19,56
9249,4495.0,2006,ford econoline,good,8,gas,216825.0,automatic,van,white,2018-05-08,24
9250,6800.0,2008,chevrolet silverado,excellent,6,gas,106274.11,automatic,truck,red,2018-07-01,48
9251,6995.0,2013,dodge charger,good,8,gas,179000.0,automatic,sedan,black,2018-06-04,96
9252,9495.0,2014,ford explorer,good,6,gas,170000.0,automatic,SUV,custom,2018-07-27,26
9253,4495.0,2008,ford taurus,good,6,gas,107501.0,automatic,sedan,black,2018-12-05,40
9254,5495.0,2008,ford taurus,good,6,gas,69000.0,automatic,sedan,silver,2019-02-17,173
9255,4995.0,2007,ford explorer,good,8,gas,225000.0,automatic,bus,white,2018-09-26,39
9256,5995.0,2008,dodge grand caravan,good,6,gas,130043.055,automatic,van,blue,2018-10-13,115
9257,6500.0,2010,honda odyssey,good,6,gas,190000.0,automatic,mini-van,white,2018-08-17,13
9258,2695.0,1996,jeep grand cherokee,good,6,gas,208000.0,automatic,SUV,green,2018-05-28,25
9259,2895.0,1995,chevrolet camaro,excellent,6,gas,161000.0,automatic,coupe,red,2019-02-16,31
9260,6650.0,2011,hyundai santa fe,good,4,gas,125814.0,automatic,SUV,silver,2019-03-21,5
9261,3000.0,2004,jeep grand cherokee,good,8,gas,220062.0,automatic,SUV,silver,2018-08-25,65
9262,4550.0,2003,toyota highlander,good,6,gas,186436.0,automatic,SUV,custom,2018-06-18,8
9263,2995.0,1997,gmc sierra 1500,good,8,gas,200000.0,automatic,pickup,white,2018-09-13,10
9264,7900.0,2014,honda accord,excellent,4,gas,94000.0,automatic,sedan,grey,2018-06-22,19
9265,7000.0,2009,ford mustang,good,6,gas,130043.055,automatic,coupe,red,2018-09-16,35
9266,5200.0,2008,honda civic,excellent,4,gas,132000.0,automatic,sedan,custom,2018-05-18,79
9267,8900.0,2011,jeep grand cherokee laredo,excellent,6,gas,106274.11,automatic,SUV,silver,2018-06-10,6
9268,9900.0,2010,bmw x5,excellent,6,gas,117136.0,automatic,sedan,black,2019-03-28,43
9269,19900.0,2008,ford f350 super duty,excellent,8,diesel,162182.0,automatic,truck,brown,2018-09-17,48
9270,4500.0,2012,nissan sentra,like new,4,gas,126000.0,automatic,sedan,black,2018-10-16,27
9271,2999.0,2009,hyundai elantra,excellent,4,gas,106274.11,automatic,sedan,brown,2018-07-18,38
9272,3995.0,2003,chevrolet trailblazer,good,6,gas,139000.0,automatic,SUV,brown,2018-10-14,31
9273,5950.0,2010,toyota rav4,good,4,gas,130043.055,automatic,SUV,silver,2018-07-10,20
9274,28000.0,2018,toyota tacoma,like new,6,gas,15261.0,automatic,offroad,grey,2018-11-30,44
9275,15995.0,2012,ford f350,good,8,gas,133007.0,automatic,truck,white,2019-02-11,70
9276,10995.0,2011,ford f150,excellent,8,gas,211416.0,automatic,truck,silver,2018-09-01,50
9277,13995.0,2018,chevrolet cruze,like new,4,gas,49271.0,automatic,sedan,silver,2019-02-19,29
9278,15995.0,2018,nissan rogue,excellent,4,gas,106274.11,automatic,SUV,black,2018-08-05,59
9279,2695.0,1998,toyota camry le,good,4,gas,187123.0,other,sedan,red,2018-05-07,7
9280,13995.0,2018,chevrolet malibu,like new,4,gas,45652.0,automatic,sedan,silver,2019-03-03,51
9281,16990.0,2006,ram 2500,excellent,6,diesel,187010.0,automatic,truck,blue,2019-03-28,27
9282,13995.0,2014,honda cr-v,excellent,4,gas,78000.0,automatic,SUV,red,2018-12-03,30
9283,12900.0,2016,chevrolet impala,good,6,gas,19000.0,automatic,sedan,red,2018-07-13,32
9284,13700.0,2016,toyota camry,excellent,4,gas,39000.0,automatic,sedan,red,2018-10-13,3
9285,6900.0,1989,jeep wrangler,excellent,6,gas,178000.0,manual,convertible,red,2018-08-13,41
9286,45000.0,2015,ram 2500,like new,8,gas,125000.0,automatic,truck,white,2019-03-08,18
9287,5999.0,2010,honda accord,excellent,4,gas,188000.0,automatic,coupe,blue,2018-05-23,27
9288,15700.0,2014,ford expedition,good,6,gas,54000.0,automatic,SUV,black,2018-09-05,48
9289,24700.0,2015,ford mustang gt coupe 2d,good,8,gas,130043.055,other,coupe,black,2018-09-27,33
9290,5400.0,2012,chevrolet malibu,excellent,4,gas,121000.0,automatic,sedan,white,2019-02-01,23
9291,37000.0,2018,chevrolet silverado 1500 crew,good,8,gas,30465.0,other,pickup,white,2018-12-12,53
9292,9495.0,2011,chevrolet camaro,excellent,6,gas,110887.0,automatic,other,grey,2019-03-16,31
9293,25200.0,2014,chevrolet silverado 1500 crew,good,6,gas,85048.0,automatic,pickup,silver,2018-05-17,6
9294,6000.0,2012,honda civic,excellent,4,gas,98000.0,automatic,sedan,grey,2019-03-08,48
9295,8950.0,2012,volkswagen passat,good,4,diesel,130043.055,automatic,sedan,black,2018-11-09,34
9296,8499.0,2011,acura tl,excellent,6,gas,189000.0,automatic,sedan,grey,2018-12-11,67
9297,17400.0,2016,honda odyssey,good,6,gas,44000.0,automatic,van,black,2019-02-14,13
9298,8950.0,2017,chevrolet cruze,good,4,gas,5700.0,automatic,sedan,black,2018-09-26,96
9299,2750.0,1998,toyota camry,good,4,gas,130043.055,automatic,sedan,white,2018-10-01,11
9300,3750.0,2004,honda cr-v,good,4,gas,218757.0,automatic,SUV,blue,2019-04-02,51
9301,2750.0,1999,toyota rav4,good,4,gas,222469.0,automatic,SUV,grey,2019-03-28,2
9302,2750.0,2004,honda cr-v,good,4,gas,203651.0,automatic,SUV,brown,2018-06-22,23
9303,10950.0,2005,ford f-250 super duty,good,8,diesel,247355.0,automatic,truck,white,2018-06-28,24
9304,6200.0,2012,honda accord,good,4,gas,112000.0,automatic,sedan,silver,2018-06-27,41
9305,5900.0,2014,chrysler 200,excellent,4,gas,148272.0,automatic,sedan,red,2018-05-30,68
9306,2200.0,2007,nissan maxima,good,6,gas,171430.0,automatic,sedan,black,2018-11-20,44
9307,8499.0,2010,chevrolet silverado 1500,excellent,8,gas,177000.0,automatic,pickup,red,2018-10-21,48
9308,12999.0,2017,nissan altima,like new,4,gas,52480.0,automatic,sedan,silver,2019-03-28,55
9309,18900.0,2012,chevrolet silverado 1500,good,8,gas,77600.0,automatic,pickup,brown,2018-08-17,24
9310,52000.0,2013,hyundai elantra,good,4,gas,92000.0,automatic,sedan,custom,2018-11-27,49
9311,8699.0,2014,chevrolet malibu,excellent,4,gas,127818.0,automatic,sedan,black,2018-09-05,80
9312,4300.0,2009,ford focus se,good,4,gas,130043.055,automatic,sedan,red,2018-06-22,14
9313,6199.0,2012,chevrolet cruze,excellent,4,gas,87000.0,automatic,sedan,black,2018-06-28,75
9314,8700.0,2011,toyota rav4,good,4,gas,80000.0,automatic,SUV,custom,2018-06-15,20
9315,6499.0,2014,ford focus,excellent,4,gas,81336.0,automatic,hatchback,silver,2018-12-16,49
9316,8950.0,2002,ford f250 super duty,fair,8,diesel,232000.0,automatic,pickup,green,2019-04-04,67
9317,7700.0,1989,ford f-250,excellent,8,gas,108344.0,automatic,truck,grey,2018-08-10,23
9318,2200.0,2007,volkswagen jetta,fair,5,gas,209000.0,automatic,coupe,black,2019-02-05,98
9319,13700.0,2015,honda cr-v,good,4,gas,53000.0,automatic,SUV,blue,2018-12-25,50
9320,5900.0,2003,honda accord,excellent,6,gas,158369.0,automatic,sedan,silver,2018-08-13,35
9321,5900.0,2014,chevrolet cruze,good,4,gas,510000.0,automatic,sedan,silver,2019-01-01,21
9322,8950.0,2018,chevrolet cruze,good,4,gas,17000.0,automatic,sedan,white,2018-11-10,43
9323,5600.0,2010,honda accord,good,4,gas,125000.0,automatic,sedan,grey,2018-12-29,12
9324,4600.0,2013,ford focus,good,4,gas,110000.0,automatic,sedan,black,2018-09-18,15
9325,9995.0,2014,jeep cherokee,excellent,4,gas,102062.0,automatic,other,blue,2018-12-24,25
9326,12400.0,2011,chevrolet silverado 1500,excellent,8,gas,106274.11,automatic,pickup,white,2018-05-19,22
9327,3700.0,2011,chevrolet cruze,good,4,gas,125000.0,other,sedan,silver,2018-05-16,25
